file_id,section_text,section_type,parent_section_type,level,start,end,line_id,confidence,alias_source
18.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,139,154,4,1.0,lý do nhập viện
18.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,219,250,5,1.0,thời điểm khởi phát triệu chứng
18.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,265,285,6,1.0,triệu chứng hiện tại
18.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,359,394,10,1.0,tình trạng ngay trước khi nhập viện
18.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,441,463,11,1.0,đánh giá tại bệnh viện
18.txt,Kết quả chụp ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,468,484,12,1.0,kết quả chụp ảnh
18.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,685,711,13,1.0,các thủ thuật đã thực hiện
18.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,774,802,14,1.0,các phát hiện chẩn đoán khác
19.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
19.txt,Các bệnh lý nội khoa mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,59,2,1.0,các bệnh lý nội khoa mạn tính
19.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,289,319,8,1.0,tiền sử phẫu thuật / thủ thuật
19.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,355,380,9,1.0,thuốc trước khi nhập viện
19.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,421,442,10,1.0,tiền sử bệnh hiện tại
19.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,447,462,11,1.0,lý do nhập viện
19.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,481,512,12,1.0,thời điểm khởi phát triệu chứng
19.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,531,545,13,1.0,diễn biến bệnh
19.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,686,706,17,1.0,triệu chứng hiện tại
19.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,725,745,18,1.0,đặc điểm triệu chứng
19.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1047,1074,24,1.0,sự kiện trước khi nhập viện
19.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1114,1136,25,1.0,đánh giá tại bệnh viện
19.txt,Dấu hiệu lâm sàng,CURRENT_SYMPTOMS,HOSPITAL_ASSESSMENT,2,1141,1158,26,1.0,dấu hiệu lâm sàng
20.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
20.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
20.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,226,256,8,1.0,tiền sử phẫu thuật / thủ thuật
20.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,322,347,11,1.0,thuốc trước khi nhập viện
20.txt,Các yếu tố nguy cơ liên quan,RISK_FACTORS,PAST_HISTORY,2,422,450,14,1.0,các yếu tố nguy cơ liên quan
20.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,600,621,18,1.0,tiền sử bệnh hiện tại
20.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,626,641,19,1.0,lý do nhập viện
20.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,680,711,20,1.0,thời điểm khởi phát triệu chứng
20.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,725,739,21,1.0,diễn biến bệnh
20.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,927,952,27,1.0,triệu chứng khi nhập viện
20.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,1005,1025,28,1.0,đặc điểm triệu chứng
20.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1107,1138,31,1.0,các sự kiện trước khi nhập viện
20.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1826,1848,43,1.0,đánh giá tại bệnh viện
20.txt,Kết quả khám lâm sàng,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1853,1874,44,1.0,kết quả khám lâm sàng
20.txt,Kết quả chụp ảnh/kỹ thuật chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1972,2016,47,1.0,kết quả chụp ảnh/kỹ thuật chẩn đoán hình ảnh
20.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,2578,2604,53,1.0,các thủ thuật đã thực hiện
20.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,2812,2840,58,1.0,các phát hiện chẩn đoán khác
21.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
21.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
21.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,132,162,6,1.0,tiền sử phẫu thuật / thủ thuật
21.txt,Các yếu tố nguy cơ liên quan,RISK_FACTORS,PAST_HISTORY,2,301,329,7,1.0,các yếu tố nguy cơ liên quan
21.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,370,391,8,1.0,tiền sử bệnh hiện tại
21.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,396,411,9,1.0,lý do nhập viện
21.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,498,520,10,1.0,đánh giá tại bệnh viện
22.txt,Tiền sử bệnh,PAST_HISTORY,,1,3,15,1,1.0,tiền sử bệnh
22.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,16,32,2,1.0,bệnh lý mãn tính
22.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,48,73,3,1.0,thuốc trước khi nhập viện
22.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,102,118,4,1.0,bệnh sử hiện tại
22.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,122,144,5,1.0,đánh giá tại bệnh viện
22.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,196,222,7,1.0,kết quả chẩn đoán hình ảnh
22.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,314,340,8,1.0,các thủ thuật đã thực hiện
23.txt,Tiền sử bệnh lý,PAST_HISTORY,,1,4,19,1,1.0,tiền sử bệnh lý
23.txt,Bệnh sử,CURRENT_HISTORY,,1,108,115,6,1.0,bệnh sử
23.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1981,2006,21,1.0,triệu chứng khi nhập viện
23.txt,Tình trạng trước nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,2200,2226,26,1.0,tình trạng trước nhập viện
23.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,2300,2322,27,1.0,đánh giá tại bệnh viện
23.txt,Cận lâm sàng,HOSPITAL_ASSESSMENT,,1,2567,2579,32,1.0,cận lâm sàng
24.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
24.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,37,2,1.0,bệnh lý mãn tính
24.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,104,134,3,1.0,tiền sử phẫu thuật / thủ thuật
24.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,218,239,6,1.0,tiền sử bệnh hiện tại
24.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,244,259,7,1.0,lý do nhập viện
24.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,489,503,12,1.0,diễn biến bệnh
24.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,910,930,20,1.0,triệu chứng hiện tại
24.txt,khám tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1107,1125,26,1.0,khám tại bệnh viện
24.txt,Dấu hiệu lâm sàng,CURRENT_SYMPTOMS,HOSPITAL_ASSESSMENT,2,1130,1147,27,1.0,dấu hiệu lâm sàng
24.txt,Thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1274,1296,32,1.0,thủ thuật đã thực hiện
25.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
25.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,46,2,1.0,bệnh lý mãn tính
25.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,193,214,4,1.0,tiền sử bệnh hiện tại
25.txt,khám  tại bệnh viện,HOSPITAL_ASSESSMENT,,1,219,238,5,1.0,khám tại bệnh viện
25.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,305,333,7,1.0,các phát hiện chẩn đoán khác
26.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
26.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,50,2,1.0,các bệnh lý mãn tính
26.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,64,85,3,1.0,tiền sử bệnh hiện tại
26.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,90,105,4,1.0,lý do nhập viện
26.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,146,177,5,1.0,các sự kiện trước khi nhập viện
26.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,356,378,8,1.0,đánh giá tại bệnh viện
27.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
27.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
27.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,262,292,7,1.0,tiền sử phẫu thuật / thủ thuật
27.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,328,353,8,1.0,thuốc trước khi nhập viện
27.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,369,390,10,1.0,tiền sử bệnh hiện tại
27.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,395,410,11,1.0,lý do nhập viện
27.txt,Các triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,424,448,12,1.0,các triệu chứng hiện tại
27.txt,Các diễn biến trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,803,836,25,1.0,các diễn biến trước khi nhập viện
27.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,958,980,28,1.0,đánh giá tại bệnh viện
27.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,985,1011,29,1.0,các thủ thuật đã thực hiện
27.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1078,1106,32,1.0,các phát hiện chẩn đoán khác
28.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
28.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,75,91,3,1.0,bệnh lý mãn tính
28.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,224,254,7,1.0,tiền sử phẫu thuật / thủ thuật
28.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,321,346,8,1.0,thuốc trước khi nhập viện
28.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,385,406,9,1.0,tiền sử bệnh hiện tại
28.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,411,426,10,1.0,lý do nhập viện
28.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,448,479,11,1.0,thời điểm khởi phát triệu chứng
28.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,639,653,14,1.0,diễn biến bệnh
28.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1039,1059,19,1.0,triệu chứng hiện tại
28.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,1221,1241,26,1.0,đặc điểm triệu chứng
28.txt,Diễn biến  trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1458,1488,31,1.0,diễn biến trước khi nhập viện
28.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1716,1738,34,1.0,đánh giá tại bệnh viện
28.txt,Kết quả laboratory,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1743,1761,35,1.0,kết quả laboratory
28.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2044,2070,41,1.0,kết quả chẩn đoán hình ảnh
28.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,2368,2396,45,1.0,các phát hiện chẩn đoán khác
29.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
29.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,31,52,3,1.0,tiền sử bệnh hiện tại
29.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,53,68,4,1.0,lý do nhập viện
29.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,106,137,5,1.0,thời điểm khởi phát triệu chứng
29.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,154,174,6,1.0,triệu chứng hiện tại
29.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,263,285,11,1.0,đánh giá tại bệnh viện
30.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
30.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,50,2,1.0,các bệnh lý mạn tính
30.txt,Thuốc trước khi nhập viện lần này,MEDICATION_HISTORY,PAST_HISTORY,2,150,183,6,1.0,thuốc trước khi nhập viện lần này
30.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,320,341,11,1.0,tiền sử bệnh hiện tại
30.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,346,361,12,1.0,lý do nhập viện
30.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,375,406,13,1.0,thời điểm khởi phát triệu chứng
30.txt,Diễn biến,SYMPTOM_DETAIL,CURRENT_HISTORY,2,435,444,14,1.0,diễn biến
30.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,897,917,22,1.0,triệu chứng hiện tại
30.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,931,951,23,1.0,đặc điểm triệu chứng
30.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,1416,1451,33,1.0,tình trạng ngay trước khi nhập viện
30.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1495,1517,34,1.0,đánh giá tại bệnh viện
31.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,0,15,1,1.0,lý do nhập viện
32.txt,Tiền sử bệnh,PAST_HISTORY,,1,3,15,1,1.0,tiền sử bệnh
32.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,20,40,2,1.0,các bệnh lý mạn tính
32.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,189,205,8,1.0,bệnh sử hiện tại
32.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1624,1649,22,1.0,triệu chứng khi nhập viện
32.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,CURRENT_HISTORY,2,2084,2112,28,1.0,các phát hiện chẩn đoán khác
33.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
33.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
33.txt,Dị ứng,RISK_FACTORS,PAST_HISTORY,2,182,188,7,1.0,dị ứng
33.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,213,234,9,1.0,tiền sử bệnh hiện tại
33.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,239,254,10,1.0,lý do nhập viện
33.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,268,299,11,1.0,thời điểm khởi phát triệu chứng
33.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,414,434,14,1.0,triệu chứng hiện tại
33.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,650,670,21,1.0,đặc điểm triệu chứng
33.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,934,965,26,1.0,các sự kiện trước khi nhập viện
33.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,1242,1277,32,1.0,tình trạng ngay trước khi nhập viện
33.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1336,1358,34,1.0,đánh giá tại bệnh viện
33.txt,Các thuốc đã thực hiện,MEDICATION_ADMINISTERED,HOSPITAL_ASSESSMENT,2,1363,1385,35,1.0,các thuốc đã thực hiện
34.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
34.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,50,2,1.0,các bệnh lý mạn tính
34.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,149,179,5,1.0,tiền sử phẫu thuật / thủ thuật
34.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,253,278,6,1.0,thuốc trước khi nhập viện
34.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,307,328,8,1.0,tiền sử bệnh hiện tại
34.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,333,364,9,1.0,thời điểm khởi phát triệu chứng
34.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,381,401,10,1.0,triệu chứng hiện tại
34.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,832,852,21,1.0,đặc điểm triệu chứng
34.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1154,1181,27,1.0,sự kiện trước khi nhập viện
34.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1355,1377,31,1.0,đánh giá tại bệnh viện
35.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
35.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,50,2,1.0,các bệnh lý mạn tính
35.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,354,379,13,1.0,thuốc trước khi nhập viện
35.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,428,449,15,1.0,tiền sử bệnh hiện tại
35.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,454,469,16,1.0,lý do nhập viện
35.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,572,603,20,1.0,thời điểm khởi phát triệu chứng
35.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,640,654,21,1.0,diễn biến bệnh
35.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,770,790,25,1.0,triệu chứng hiện tại
35.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,924,955,31,1.0,các sự kiện trước khi nhập viện
35.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,1059,1094,34,1.0,tình trạng ngay trước khi nhập viện
35.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1238,1260,40,1.0,đánh giá tại bệnh viện
35.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1265,1283,41,1.0,kết quả xét nghiệm
35.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1491,1517,48,1.0,kết quả chẩn đoán hình ảnh
35.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1556,1584,49,1.0,các phát hiện chẩn đoán khác
36.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
36.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,95,125,3,1.0,tiền sử phẫu thuật / thủ thuật
36.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,170,195,4,1.0,thuốc trước khi nhập viện
36.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,339,360,9,1.0,tiền sử bệnh hiện tại
36.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,369,384,10,1.0,lý do nhập viện
36.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,418,449,11,1.0,thời điểm khởi phát triệu chứng
36.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,487,501,12,1.0,diễn biến bệnh
36.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1244,1269,26,1.0,triệu chứng khi nhập viện
36.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1303,1334,27,1.0,các sự kiện trước khi nhập viện
36.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,1767,1802,34,1.0,tình trạng ngay trước khi nhập viện
36.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1874,1896,36,1.0,đánh giá tại bệnh viện
36.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1905,1923,37,1.0,kết quả xét nghiệm
36.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2017,2043,41,1.0,kết quả chẩn đoán hình ảnh
36.txt,Thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,2104,2126,42,1.0,thủ thuật đã thực hiện
36.txt,Các kết quả chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,2243,2269,45,1.0,các kết quả chẩn đoán khác
37.txt,Tiền sử bệnh,PAST_HISTORY,,1,3,15,1,1.0,tiền sử bệnh
37.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,16,37,2,1.0,tiền sử bệnh nội khoa
