file_id,section_text,section_type,parent_section_type,level,start,end,line_id,confidence,alias_source
37.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,196,221,7,1.0,thuốc trước khi nhập viện
37.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,532,548,14,1.0,bệnh sử hiện tại
37.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,549,564,15,1.0,lý do nhập viện
37.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,623,654,16,1.0,các sự kiện trước khi nhập viện
37.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1312,1334,29,1.0,đánh giá tại bệnh viện
37.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1335,1353,30,1.0,kết quả xét nghiệm
37.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1524,1550,40,1.0,kết quả chẩn đoán hình ảnh
37.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1641,1667,41,1.0,các thủ thuật đã thực hiện
38.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
38.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
38.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,171,201,6,1.0,tiền sử phẫu thuật / thủ thuật
38.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,218,239,8,1.0,tiền sử bệnh hiện tại
38.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,244,259,9,1.0,lý do nhập viện
38.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,274,305,10,1.0,thời điểm khởi phát triệu chứng
38.txt,Các triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,338,362,11,1.0,các triệu chứng hiện tại
38.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,462,482,15,1.0,đặc điểm triệu chứng
38.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,663,694,20,1.0,các sự kiện trước khi nhập viện
38.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,942,964,26,1.0,đánh giá tại bệnh viện
38.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,969,987,27,1.0,kết quả xét nghiệm
39.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,3,19,1,1.0,bệnh sử hiện tại
39.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,20,35,2,1.0,lý do nhập viện
39.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,53,84,3,1.0,thời điểm khởi phát triệu chứng
39.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,95,115,4,1.0,triệu chứng hiện tại
39.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,172,192,9,1.0,đặc điểm triệu chứng
39.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,369,391,15,1.0,đánh giá tại bệnh viện
39.txt,Dấu hiệu lâm sàng,CURRENT_SYMPTOMS,HOSPITAL_ASSESSMENT,2,392,409,16,1.0,dấu hiệu lâm sàng
39.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,433,451,19,1.0,kết quả xét nghiệm
39.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,512,538,23,1.0,kết quả chẩn đoán hình ảnh
39.txt,Thủ thuật thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,606,625,24,1.0,thủ thuật thực hiện
40.txt,Tiền sử bệnh lý,PAST_HISTORY,,1,4,19,1,1.0,tiền sử bệnh lý
40.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,24,44,2,1.0,các bệnh lý mạn tính
40.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,144,169,7,1.0,thuốc trước khi nhập viện
40.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,255,276,12,1.0,tiền sử bệnh hiện tại
40.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,281,296,13,1.0,lý do nhập viện
40.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,316,347,14,1.0,thời điểm khởi phát triệu chứng
40.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,380,400,15,1.0,triệu chứng hiện tại
40.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,641,661,24,1.0,đặc điểm triệu chứng
40.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1078,1105,34,1.0,sự kiện trước khi nhập viện
40.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1480,1502,41,1.0,đánh giá tại bệnh viện
40.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1507,1525,42,1.0,kết quả xét nghiệm
40.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1660,1686,46,1.0,kết quả chẩn đoán hình ảnh
41.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
41.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,208,224,6,1.0,bệnh lý mãn tính
41.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,316,346,7,1.0,tiền sử phẫu thuật / thủ thuật
41.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,598,623,11,1.0,thuốc trước khi nhập viện
41.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,683,704,13,1.0,tiền sử bệnh hiện tại
41.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,709,724,14,1.0,lý do nhập viện
41.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,741,772,15,1.0,thời điểm khởi phát triệu chứng
41.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,1184,1198,22,1.0,diễn biến bệnh
41.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1862,1887,29,1.0,triệu chứng khi nhập viện
41.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1977,2008,35,1.0,các sự kiện trước khi nhập viện
41.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,2610,2645,43,1.0,tình trạng ngay trước khi nhập viện
41.txt,khám  tại bệnh viện,HOSPITAL_ASSESSMENT,,1,2689,2708,45,1.0,khám tại bệnh viện
41.txt,Kết quả phòng thí nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2713,2737,46,1.0,kết quả phòng thí nghiệm
41.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,2892,2918,49,1.0,các thủ thuật đã thực hiện
41.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,3145,3173,53,1.0,các phát hiện chẩn đoán khác
42.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
42.txt,Các bệnh mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,47,2,1.0,các bệnh mãn tính
42.txt,Thuốc trước khi nhập viện lần này,MEDICATION_HISTORY,PAST_HISTORY,2,117,150,3,1.0,thuốc trước khi nhập viện lần này
42.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,177,198,5,1.0,tiền sử bệnh hiện tại
42.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,203,218,6,1.0,lý do nhập viện
42.txt,Các triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,290,314,7,1.0,các triệu chứng hiện tại
42.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,417,437,13,1.0,đặc điểm triệu chứng
42.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,579,610,17,1.0,các sự kiện trước khi nhập viện
42.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,671,706,18,1.0,tình trạng ngay trước khi nhập viện
42.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,903,925,25,1.0,đánh giá tại bệnh viện
43.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
43.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,30,60,2,1.0,tiền sử phẫu thuật / thủ thuật
43.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,141,162,4,1.0,tiền sử bệnh hiện tại
43.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,167,198,5,1.0,thời điểm khởi phát triệu chứng
43.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,245,265,6,1.0,triệu chứng hiện tại
43.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,335,366,7,1.0,các sự kiện trước khi nhập viện
43.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1131,1153,21,1.0,đánh giá tại bệnh viện
43.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1158,1184,22,1.0,kết quả chẩn đoán hình ảnh
43.txt,Thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1333,1355,25,1.0,thủ thuật đã thực hiện
43.txt,Các kết quả chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1390,1416,28,1.0,các kết quả chẩn đoán khác
44.txt,Tiền sử bệnh,PAST_HISTORY,,1,3,15,1,1.0,tiền sử bệnh
44.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,16,36,2,1.0,các bệnh lý mạn tính
44.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,104,120,8,1.0,bệnh sử hiện tại
44.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,121,136,9,1.0,lý do nhập viện
44.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,178,209,13,1.0,thời điểm khởi phát triệu chứng
44.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,230,244,14,1.0,diễn biến bệnh
44.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,432,457,20,1.0,triệu chứng khi nhập viện
44.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,667,687,30,1.0,đặc điểm triệu chứng
44.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1379,1406,55,1.0,sự kiện trước khi nhập viện
44.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1631,1653,59,1.0,đánh giá tại bệnh viện
44.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1654,1680,60,1.0,các thủ thuật đã thực hiện
44.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1823,1851,68,1.0,các phát hiện chẩn đoán khác
45.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
45.txt,Các bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,41,2,1.0,các bệnh lý mãn tính
45.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,87,117,5,1.0,tiền sử phẫu thuật / thủ thuật
45.txt,Các yếu tố nguy cơ liên quan,RISK_FACTORS,PAST_HISTORY,2,174,202,6,1.0,các yếu tố nguy cơ liên quan
45.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,249,270,10,1.0,tiền sử bệnh hiện tại
45.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,275,290,11,1.0,lý do nhập viện
45.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,316,336,12,1.0,triệu chứng hiện tại
45.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,402,433,13,1.0,các sự kiện trước khi nhập viện
45.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,820,842,18,1.0,đánh giá tại bệnh viện
45.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,847,873,19,1.0,kết quả chẩn đoán hình ảnh
46.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
46.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,21,37,2,1.0,bệnh lý mãn tính
46.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,77,107,3,1.0,tiền sử phẫu thuật / thủ thuật
46.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,147,168,5,1.0,tiền sử bệnh hiện tại
46.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,173,193,6,1.0,triệu chứng hiện tại
46.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,314,341,10,1.0,sự kiện trước khi nhập viện
46.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,432,454,12,1.0,đánh giá tại bệnh viện
46.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,459,485,13,1.0,kết quả chẩn đoán hình ảnh
46.txt,Thủ thuật thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,560,579,14,1.0,thủ thuật thực hiện
47.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
47.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,30,60,2,1.0,tiền sử phẫu thuật / thủ thuật
47.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,288,309,4,1.0,tiền sử bệnh hiện tại
47.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,314,329,5,1.0,lý do nhập viện
47.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,381,395,6,1.0,diễn biến bệnh
47.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1654,1681,19,1.0,sự kiện trước khi nhập viện
47.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,2520,2542,29,1.0,đánh giá tại bệnh viện
47.txt,Dấu hiệu lâm sàng,CURRENT_SYMPTOMS,HOSPITAL_ASSESSMENT,2,2547,2564,30,1.0,dấu hiệu lâm sàng
47.txt,Kết quả phòng thí nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2644,2668,31,1.0,kết quả phòng thí nghiệm
47.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2777,2803,32,1.0,kết quả chẩn đoán hình ảnh
47.txt,Thủ thuật thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,2931,2950,33,1.0,thủ thuật thực hiện
48.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
48.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,80,101,4,1.0,tiền sử bệnh hiện tại
48.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,106,121,5,1.0,lý do nhập viện
48.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,146,177,6,1.0,thời điểm khởi phát triệu chứng
48.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,191,205,7,1.0,diễn biến bệnh
48.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1277,1302,22,1.0,triệu chứng khi nhập viện
48.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,1650,1670,35,1.0,đặc điểm triệu chứng
48.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,2244,2275,44,1.0,các sự kiện trước khi nhập viện
48.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,2648,2670,51,1.0,đánh giá tại bệnh viện
48.txt,Kết quả chụp ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,2675,2691,52,1.0,kết quả chụp ảnh
49.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,0,15,1,1.0,lý do nhập viện
49.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,19,35,2,1.0,bệnh sử hiện tại
49.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,36,51,3,1.0,lý do nhập viện
49.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,579,599,8,1.0,triệu chứng hiện tại
49.txt,Các diễn biến  trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,789,823,14,1.0,các diễn biến trước khi nhập viện
50.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
50.txt,Thuốc trước khi nhập viện,MEDICATION_HISTORY,PAST_HISTORY,2,127,152,4,1.0,thuốc trước khi nhập viện
50.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,203,224,7,1.0,tiền sử bệnh hiện tại
50.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,229,244,8,1.0,lý do nhập viện
50.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,271,302,9,1.0,thời điểm khởi phát triệu chứng
50.txt,Diễn biến bệnh,SYMPTOM_DETAIL,CURRENT_HISTORY,2,445,459,13,1.0,diễn biến bệnh
50.txt,Triệu chứng khi nhập viện,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,1224,1249,19,1.0,triệu chứng khi nhập viện
50.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,1338,1369,27,1.0,các sự kiện trước khi nhập viện
50.txt,Tình trạng ngay trước khi nhập viện,IMMEDIATE_PRE_ADMISSION_STATUS,CURRENT_HISTORY,2,1636,1671,33,1.0,tình trạng ngay trước khi nhập viện
50.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1744,1766,37,1.0,đánh giá tại bệnh viện
50.txt,Kết quả chẩn đoán hình ảnh,IMAGING_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1771,1797,38,1.0,kết quả chẩn đoán hình ảnh
50.txt,Các thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1877,1903,39,1.0,các thủ thuật đã thực hiện
51.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
51.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,30,50,2,1.0,các bệnh lý mạn tính
51.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,104,125,6,1.0,tiền sử bệnh hiện tại
51.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,130,161,7,1.0,thời điểm khởi phát triệu chứng
51.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,178,198,8,1.0,triệu chứng hiện tại
51.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,312,332,14,1.0,đặc điểm triệu chứng
51.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,488,515,17,1.0,sự kiện trước khi nhập viện
51.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,822,844,25,1.0,đánh giá tại bệnh viện
51.txt,Kết quả xét nghiệm,LAB_RESULT_SECTION,HOSPITAL_ASSESSMENT,2,1007,1025,29,1.0,kết quả xét nghiệm
51.txt,Thủ thuật đã thực hiện,PROCEDURE_SECTION,HOSPITAL_ASSESSMENT,2,1102,1124,33,1.0,thủ thuật đã thực hiện
51.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1173,1201,36,1.0,các phát hiện chẩn đoán khác
52.txt,Tiền sử bệnh nội khoa,PAST_HISTORY,,1,4,25,1,1.0,tiền sử bệnh nội khoa
52.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,30,60,2,1.0,tiền sử phẫu thuật / thủ thuật
52.txt,Tiền sử bệnh hiện tại,CURRENT_HISTORY,,1,292,313,8,1.0,tiền sử bệnh hiện tại
52.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,318,349,9,1.0,thời điểm khởi phát triệu chứng
52.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,379,399,10,1.0,triệu chứng hiện tại
52.txt,Các sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,434,465,11,1.0,các sự kiện trước khi nhập viện
52.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,733,755,16,1.0,đánh giá tại bệnh viện
53.txt,Tiền sử bệnh,PAST_HISTORY,,1,4,16,1,1.0,tiền sử bệnh
53.txt,Bệnh lý mãn tính,CHRONIC_DISEASES,PAST_HISTORY,2,108,124,3,1.0,bệnh lý mãn tính
53.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,315,345,8,1.0,tiền sử phẫu thuật / thủ thuật
53.txt,Tiền sử bệnh bệnh hiện tại,CURRENT_HISTORY,,1,395,421,10,1.0,tiền sử bệnh bệnh hiện tại
53.txt,Lý do nhập viện,ADMISSION_REASON,CURRENT_HISTORY,2,426,441,11,1.0,lý do nhập viện
53.txt,Thời điểm khởi phát triệu chứng,ADMISSION_REASON,CURRENT_HISTORY,2,480,511,12,1.0,thời điểm khởi phát triệu chứng
53.txt,Triệu chứng hiện tại,CURRENT_SYMPTOMS,CURRENT_HISTORY,2,595,615,15,1.0,triệu chứng hiện tại
53.txt,Đặc điểm triệu chứng,SYMPTOM_DETAIL,CURRENT_HISTORY,2,691,711,18,1.0,đặc điểm triệu chứng
53.txt,Sự kiện trước khi nhập viện,PRE_ADMISSION_EVENTS,CURRENT_HISTORY,2,964,991,26,1.0,sự kiện trước khi nhập viện
53.txt,Đánh giá tại bệnh viện,HOSPITAL_ASSESSMENT,,1,1109,1131,30,1.0,đánh giá tại bệnh viện
53.txt,Các phát hiện chẩn đoán khác,DIAGNOSTIC_FINDINGS,HOSPITAL_ASSESSMENT,2,1136,1164,31,1.0,các phát hiện chẩn đoán khác
54.txt,Tiền sử bệnh,PAST_HISTORY,,1,3,15,1,1.0,tiền sử bệnh
54.txt,Các bệnh lý mạn tính,CHRONIC_DISEASES,PAST_HISTORY,2,16,36,2,1.0,các bệnh lý mạn tính
54.txt,Tiền sử phẫu thuật / thủ thuật,PAST_HISTORY,,1,151,181,6,1.0,tiền sử phẫu thuật / thủ thuật
54.txt,Thuốc trước khi nhập viện lần này,MEDICATION_HISTORY,PAST_HISTORY,2,262,295,11,1.0,thuốc trước khi nhập viện lần này
54.txt,Bệnh sử hiện tại,CURRENT_HISTORY,,1,363,379,17,1.0,bệnh sử hiện tại
